user,url,komentar
secretslovesong,https://www.instagram.com/secretslovesong/,"Boro2 pgn donlot tiktok, niat nya jg ogah, males bgt😂"
jkfromeha,https://www.instagram.com/jkfromeha/,Lah yakali karna tiktok shop ditutup aku org jawa cuma mau beli skincare kudu ke tanah abang gitu
fresmooo,https://www.instagram.com/fresmooo/,so sad :(
dhafnn_,https://www.instagram.com/dhafnn_/,"Lawak bet sih, tapi ya gimana ya dia yang gak ngikutin perkembangan bakalan ketinggalan"
satyality,https://www.instagram.com/satyality/,?
hariyanto.15,https://www.instagram.com/hariyanto.15/,setolol ini ternyata 😢
_wor0_,https://www.instagram.com/_wor0_/,Sed bgt😢
steverungi_,https://www.instagram.com/steverungi_/,Nah gituu 👏
erlangga.isp_,https://www.instagram.com/erlangga.isp_/,kemunduran
faallolangi,https://www.instagram.com/faallolangi/,simpan tenaga. sepanjang apapun gw komentar gabakal berubah ini aturan 😅
imnsilc,https://www.instagram.com/imnsilc/,reflek buru buru cekot
phoenix_36583,https://www.instagram.com/phoenix_36583/,Menurut gue sih tik tok shop gak harus dilarang tapi brand brand gede yang jual dibatasi biar pedagang kecil bisa ikut merasakan
imamramdanii,https://www.instagram.com/imamramdanii/,
hai.indhwlndr,https://www.instagram.com/hai.indhwlndr/,Sampai skrng belum pernah make tik tok Shop buat belanja 😶
zulfikarrzky_,https://www.instagram.com/zulfikarrzky_/,apa coba 😂
ekaaayy_,https://www.instagram.com/ekaaayy_/,Angapako nahh
erlandohlm_,https://www.instagram.com/erlandohlm_/,"Jaman udah modern, teknologi udh makin canggih. Bukannya upgrade tapi malah downgrade"
jack_katarsis70,https://www.instagram.com/jack_katarsis70/,"Y iyalah ,..... Kiat koar ke demo gitu 🤔"
apparrr,https://www.instagram.com/apparrr/,Anjirlah
permatautami_,https://www.instagram.com/permatautami_/,Balik lagi ke shopi ? Tpi shopi serba mahal
rrachman__,https://www.instagram.com/rrachman__/,Baru mau mulai :)
5goez,https://www.instagram.com/5goez/,"Kalo mau artis hilangkan jangan ikutan jualan, artis fungsinya promosi"
aggry2229,https://www.instagram.com/aggry2229/,Indonesia terlalu banyak drama!
raflyrk,https://www.instagram.com/raflyrk/,"Allah maha pengasih lagi maha penyayang, rejeki gak ketuker sih harusnye, udah diatur."
hujaancantik,https://www.instagram.com/hujaancantik/,jritttt?????
ryy_fahryz09,https://www.instagram.com/ryy_fahryz09/,"Kenapa org milib belanja di tiktok shop,  ya karena ga ush jauh jauh e tana abang buat beli sesuatu dan ga perlu desak desakan,  apalagi di sana banyak preman yg sok jagoan"
macke3nzie_little,https://www.instagram.com/macke3nzie_little/,yah baru aja mau jual mantan yang mutusin gue gara2 hal gajelas 🤣
rizgonblanc,https://www.instagram.com/rizgonblanc/,Masih oke
ms.giiiaa,https://www.instagram.com/ms.giiiaa/,gak tau gak pernah belanja di tiktok😂
mhmdajiprasetyo,https://www.instagram.com/mhmdajiprasetyo/,yaudah masih ada shopee😂😂
rifkialfiansyah24,https://www.instagram.com/rifkialfiansyah24/,weh haha
raudhatunaimah,https://www.instagram.com/raudhatunaimah/,Yaah pdhl keranjang kuning blm sempat di co
oryza.gp,https://www.instagram.com/oryza.gp/,😂😂😂😂
fitrifebri88,https://www.instagram.com/fitrifebri88/,Ahh sudahlah 😴😴😴
imansyahfariz,https://www.instagram.com/imansyahfariz/,"Bisa bae menjelang pilpres dan butuh suara 😅 sekian lama, maen dipitusin sepihak aja tanpa melihat sudah banyak sekali yg bergantung hidup juga disana 😂 entahlah keputusan picik atau cerdik . Yg jelas seperti yg udah” keputusannya selalu membuat kegaduhan buat rakyat !"
_satriobp,https://www.instagram.com/_satriobp/,SETUJU. walaupun gue belum pernah download tiktod
tovexplorer,https://www.instagram.com/tovexplorer/,DATANG KE TOKO MAKA AKAN BERPUTAR PEREKONOMIAN NEGARA SARI HAL KECIL
endahdwiii_,https://www.instagram.com/endahdwiii_/,Yg di larang itu barang impor krena lebih murah 😂 gk kena pajak
0503.dy,https://www.instagram.com/0503.dy/,Yang salah sebenarnya kaum mudamudi yg mageran buat keluar. Org dikasih fasilitas gampang knp harus ribet2
ryafly__,https://www.instagram.com/ryafly__/,Ayo pii 😢
_shaniedrambu,https://www.instagram.com/_shaniedrambu/,"padahal semua toko juga sepi..nah Keranjang kuning d tiktok d tutup,nah yg d pertanyakan,siapa mereka? Warga indo juga kan?pulang2 nanti bakal protes lag itu.Skrg IKUTI zamannya aja.penjual di tanah abang jualan juga  tiktok biar nda ketinggalan Zaman"
ibn_syauqillah,https://www.instagram.com/ibn_syauqillah/,Kurir jugs kena imbasnya
lahh_prung,https://www.instagram.com/lahh_prung/,"Harusnya pemerintah ngasih edukasi gimana caranya jualan di sosmed, bukan ngelarang"
armandoilhamr,https://www.instagram.com/armandoilhamr/,Sampe pemilu aja?
andria_munandar,https://www.instagram.com/andria_munandar/,Indonesia doang???
fahira_ernwt,https://www.instagram.com/fahira_ernwt/,Itu yang ngeluh ngeluh suruh tutup tiktok shop karena ngeluh sepi. Ntar sepi nyalahi e commerce awas aja ya 😌. Mau dibikin mudah malah mau minta ribet. Liat aja nanti apakah konsumen akan kembali ke offline ? Saya rasa tidak akan terlalu berpengaruh 😌
pin_ch4yy,https://www.instagram.com/pin_ch4yy/,Ak baru checkout td malem😞
rfq.aufa,https://www.instagram.com/rfq.aufa/,"Lu kudet, lu ketinggalan. Dah gitu aja sih"
ur.eclipse,https://www.instagram.com/ur.eclipse/,aduh pdhl dikeranjang masih bnyk🥹
borsalinokizaru___,https://www.instagram.com/borsalinokizaru___/,👏
intanpril,https://www.instagram.com/intanpril/,Di tiktok emang gila murah nya di luar nalar. Tapi cuma pernah checkout basreng doang 😂
nugrohobimaaditya,https://www.instagram.com/nugrohobimaaditya/,"mantap, biar tik tok shop nggak menguasai pasar dalam negeri dan mematikan produk produk lokal"
wayzee_,https://www.instagram.com/wayzee_/,"Ini akibat produsen langsung jual produknya ke konsumen, jadi harga lebih murah dan pedagang reseller kalah saing di Harga"
machaakt,https://www.instagram.com/machaakt/,"Buat tiktok biar ttp ada tiktok shop sbenernya bisa, pisahkan aplikasi tt shop dengan tt biasa urus perijinan tt shop macam e-com lain trs di tt biasa ya promo barang biasa nnti klik link di pin komentar ya lngsung tertaut ke tt shop... Ya tpi tt shp ngeluarin uang lebih dan ckup bnayak untuk ngurus tt shop dan itu blm tntu di ijinin jga, pdhal dengan adanya tt shop sangat terbantu bngt tinggal minta liat barang cocok cekout, klo hrus ke pasar bisa aja walau hrus hati2 bngt terumata copet"
sanapabitch,https://www.instagram.com/sanapabitch/,Yg gua harapin sih semoga ga menutup rejeki aja sih kasian jg klo ujung² gabisa jualan dilive di offline jg sama tp klo kebanyakan jualan dr live agak susah jg yg offline ya yg terbaik aja deh
riizqi9,https://www.instagram.com/riizqi9/,"Sebenernya si kebijakan menghapus tiktok shop juga salah, kebiasaan pemerintah gamau ambil pusing ngaturnya yaudah hapus aj😂"
dwmryyn,https://www.instagram.com/dwmryyn/,Terus kerjaan aku gmna ? 🥹
siskarahmwt,https://www.instagram.com/siskarahmwt/,woyyyylah harga popok di tiktok murah bangetttttt.. apa apaan iniiiiiiiiiiiii
martapurastore.id,https://www.instagram.com/martapurastore.id/,❤️
2nd_projects,https://www.instagram.com/2nd_projects/,Apa gua doang yg ga maen tik tok 😟
clovds.wav,https://www.instagram.com/clovds.wav/,Problematic
dandaprmn,https://www.instagram.com/dandaprmn/,lagi lagi apa? ya betul fullset no minus lecet pemakaian wajar 2 jt nego
y.rizky_0601,https://www.instagram.com/y.rizky_0601/,"Meding dikasih pajak kalo jualan di tt, agar harga barang disana lebih tinggi daripada barang di pasar offline"
iitss.louisjda,https://www.instagram.com/iitss.louisjda/,lah?😢
zenalmuttaqinsumardi,https://www.instagram.com/zenalmuttaqinsumardi/,"FYI : why tiktok di baned ferguso, soal nya TT itu awal nya kn emang cuma buat posting konten aja mirip IG story gaada tuh keranjang TT jadi kalo di bandingin kaya tokped, shoppe dll yg emang konteks awal nya market place yah beda"
lim_ven_,https://www.instagram.com/lim_ven_/,Setuju bila bisa sama shoppe juga pak    Gratis ongkir atau diskon besar  nya di hilangkan itu menghabat daya beli orang di offline juga 👏👏👏
blacksweetgurlll,https://www.instagram.com/blacksweetgurlll/,gaasik
_ryann_r,https://www.instagram.com/_ryann_r/,Block tt
_.andradr,https://www.instagram.com/_.andradr/,"Nice, gapapa. soalnya krn tiktok product2 china melonjak tinggi bgt dalam 1 atau 2 tahun. contohnya pinkflash, originote, skintific, feali. dan malah melebihi popularitas product2 asli indo such as whitelab, scarlett, amaterasun, dll. walaupun ada negative effects dari hal ini, tapi ada positive effects nya juga. semoga aja sih ini keputusan terbaik agar produk local bisa membara lagi🔥🔥"
abestiahaninil,https://www.instagram.com/abestiahaninil/,Mulai kapaaaaan ?! Biar aku buru2 checkout!!!!
raihandenzzzh,https://www.instagram.com/raihandenzzzh/,Masalah sebenarnya tuh di artis artis yang pada jualan juga di TikTok
kacchanlives,https://www.instagram.com/kacchanlives/,Loh
septianmoekti,https://www.instagram.com/septianmoekti/,baru mau jual temen yg selalu bilang cukuruk mpukjeru
ade.xt,https://www.instagram.com/ade.xt/,jualan nya di dm 😂
zikraikaaa,https://www.instagram.com/zikraikaaa/,🙌
frhan_han78,https://www.instagram.com/frhan_han78/,J&T auto tutup😂
baigonairbrush,https://www.instagram.com/baigonairbrush/,Hey bambang. Masih ada tokped/shopper/Bukalapak😂
ezdreaml,https://www.instagram.com/ezdreaml/,alumni live tiktok move lagi ke pesbuk live
syf.mldaa,https://www.instagram.com/syf.mldaa/,"Maaf serius nanya, brrti content creator gk bisa ikut program affiliate lagi ya ?"
fthmanayy__,https://www.instagram.com/fthmanayy__/,apasi
piwwzyy,https://www.instagram.com/piwwzyy/,udah si izinin aja apa masalahnya? kenapa di tutup?  apa alasannya?
juningtia,https://www.instagram.com/juningtia/,"Yaudah klo gitu yg penting gak semuanya, kasian anak introvert mau jajan kudu nunggu minta temenin teman atau ortu ke store offline, manggil penjual aja bingung misi apa beli beli, nanya mbak² sales mau beli Fondation malah fondasi,,😂😂"
dheaakabann,https://www.instagram.com/dheaakabann/,Tapi Masi ada kok kulihat td
randiansyah_17,https://www.instagram.com/randiansyah_17/,Mantaaaaappp
randiansyah_17,https://www.instagram.com/randiansyah_17/,Mantaaaaappp
qwertymalsa,https://www.instagram.com/qwertymalsa/,"Kok bisa""nya belanja Di Tiktok Shop..???"
sxafira,https://www.instagram.com/sxafira/,"IMO, padahal problem nya bukan sekedar penjual tanah abang(penjual offline), ada juga soal distributor yg jual langsung live dan banting harga dia kan first hand nya, kesian tangan ke2 atau setelahnya padahal kan seharusnya etika bisnis menjual sesuai harga pasar terutama first hand, diskon itu sah sah saja disaat moment tertentu atau ada aturan persen(batas untuk diskon yg ditetapkan sesuai kesepakatan awal). tapi ini setiap hari, dan diskon nya udah kelewatan batas,  kesian banget untuk reseller yg beli di harga lebih mahal dari harga jual di live an tapi lama lama distributor utama ikut terjun live dan banting harga, bukan cuma sekali dua kali tapi hampir tiap hari, dan itu sangat merugikan untuk  pedagang kecil, apalagi yg jualannya gak cuma mengandalkan offline tapi juga ikut berjualan di e-commerce pasti bersaing tidak sehat kan dan orang pasti prefer harga yg lebih murah dan jelas terjualnya udah banyak, alhasil reseller atau pihak setelahnya sangat dirugikan. saya juga pembeli aktif di keranjang kuning(senang belanja di livenya) tp karna masalah ini ya saya ikut berpikir dan berempati bahwa kesian untuk mereka penjual kecil. saat ini belanja di tiktok emang mengasyikkan, tapi tidak untuk mereka umkm atau yg berusaha berjualan kecil dulu (padahal beberapa umkm yg berjualan kecil-kecilan hanya mencari pendapatan tambahan bukan bertujuan untuk memperkaya diri). silahkan jika tidak setuju, saya hanya berpendapat:)"
jani.arc,https://www.instagram.com/jani.arc/,Rezeki ditangan tiktok 🙏
fikaylnda,https://www.instagram.com/fikaylnda/,baruu aja mulai 🫠😭
berlanferdiansyah,https://www.instagram.com/berlanferdiansyah/,"Yg adil dong, shoope lazada Blibli tokped dll gmna?"
novndrap,https://www.instagram.com/novndrap/,Aku beli earphone bah
udahsehat,https://www.instagram.com/udahsehat/,"Kebijakan bagus👏, tak semua yang online itu baik"
leo.rphic,https://www.instagram.com/leo.rphic/,padahal make up sama skincare official lebih murah di tiktok shop 😢😢
hanlaisa,https://www.instagram.com/hanlaisa/,Selama promosiin barang dagang asli produk indonesia gamasalah.cuman kalo udh promosiin barang luar negri khususnya cina itu yg masalah..
yaniputri1212,https://www.instagram.com/yaniputri1212/,"Bukan tanah abang aja yg sepi, tpi beberapa daerah di pasar dan di mall udh ada sebagian org memilih tutup ruko krna omset kecil dan mau byar ruko sewaan lumyana besar, dikarnakan peminat org sekrng lebih membeli di live streaming, tiktokshop. Kan aneh klo toko2 ditutup, mau jalan2 keluar aja pada sepi berasa lg covid😢"
rfdtzrmdhina,https://www.instagram.com/rfdtzrmdhina/,"Dan banyak juga kasus penipuan olshope di tiktok, data/alamat kita disaah gunakan oleh mereka. Paket cod harga 250k tpi barang zonk atau barang yg sebenarnya kita beli masih dalam pengemasan. Nama dan alamat pengirim sama yg kita co tpi barang tidak sama"
fadwaelyaqien,https://www.instagram.com/fadwaelyaqien/,pan pan pan
farfromhomehan,https://www.instagram.com/farfromhomehan/,Bodoamat masih ada shopee
raizarvr,https://www.instagram.com/raizarvr/,PAN PAN PANTEK
iorivaa,https://www.instagram.com/iorivaa/,kocak
ddkpryg_,https://www.instagram.com/ddkpryg_/,Tiktok itu apa?
dwipria.a,https://www.instagram.com/dwipria.a/,"Gini nih kalo masyarakat nya gamau maju. Cobain deh rakyat2 jelata yg jualan di tanah abang, beuh betapa mantap nya tiktok shop! Gabisa? Belajar dong. Masa mau downgrade kalah sama RWANDA di Afrika  gasskeun jangan sampai kendor edukasi masyarakat2 seperti ini Pak!"
imrulqois,https://www.instagram.com/imrulqois/,Online shop laen apa kabar
selomitha_ahmed,https://www.instagram.com/selomitha_ahmed/,"Kalo tiktok shop dilarang,apa uda pasti pasar jd rame.mgkn org pindah ke marketplace lain.krn kesibukan,org pengen praktis.duduk manis,brg smpe rumah,ga gontok²an tawar menawar.Kalo katanya mo nekan produk asing, tanyakan kembali ke org² kita knp mereka lbh sng produk asing dibanding produk UMKM."
this.is.nurlela,https://www.instagram.com/this.is.nurlela/,"Terus aplikasi judi online, pinjol yang meresahkan nggak sesuai aturan OJK kapan ditutup ?"
shandentalcareofficial,https://www.instagram.com/shandentalcareofficial/,Padahal tiktokshop murah meriah muntah😢
fbyazzhra_n,https://www.instagram.com/fbyazzhra_n/,yah yahhh BAHAHA
marsellatwins,https://www.instagram.com/marsellatwins/,"Gak adill 😂😂, semakin lu lu pedagang offline kek gtu , dijamin  bukannya tmbh rame tp malah tmbh sepi . Gak sehat sih pikirannya😂"
sheilarachmatika,https://www.instagram.com/sheilarachmatika/,INGPO LOKER GAN
mch.msd,https://www.instagram.com/mch.msd/,Wah..susah nih dpt promo diapers
puputmutiara29,https://www.instagram.com/puputmutiara29/,"bayangin brp bnyk org yg terbantu karna TikTok, kayak yg udah ngasih pekerjaan aja deh😢"
tehhsisrikocokkk_,https://www.instagram.com/tehhsisrikocokkk_/,"Kenapa engga diblokir aja semua perdagangan barang yang berasal dari China, kalo barang dari China tapi yang jual orang lokal, bisa diakalin dari pajak impor yang di gedein kan, biar supaya tidak perang harga, dan fair ,"
estiwidiaaa,https://www.instagram.com/estiwidiaaa/,Permasalahannya di predatory pricing dan dumping udah itu aja sampe kenapa harus ditutup
disyefardiani,https://www.instagram.com/disyefardiani/,Banyak yg belum paham kenapa di banned. Ini bukan masalah jualan online atau offline ya ges
ohmy.s33p__,https://www.instagram.com/ohmy.s33p__/,Hmm.. padahal
ghozytulfajr,https://www.instagram.com/ghozytulfajr/,Apakah nyelesaikan? Kayaknya ngga deh ya
jack_kakie,https://www.instagram.com/jack_kakie/,Mulai.kpn neh...pagi ni msh bisa koq beli DI TT
ani_qoniah,https://www.instagram.com/ani_qoniah/,"Nnt klu memang di pisah aplikasi nya, menurut ku tetep bisa selagi pakai tiktok ads, barang yg kita jual di aplikasi e-commerce nya akan muncul di aplikasi sosial nya dg syarat pakai tiktok ads sih. Krna tiktok juga mau cari cuan dr situ."
hasan_alatass,https://www.instagram.com/hasan_alatass/,Back to normal.. Alhamdulillah
felicia_holy_marcella,https://www.instagram.com/felicia_holy_marcella/,UMKM nya dimana ?
rtn.dewi__,https://www.instagram.com/rtn.dewi__/,😑
rtn.dewi__,https://www.instagram.com/rtn.dewi__/,😑
raraeraraa,https://www.instagram.com/raraeraraa/,baru gabung affiliate😢
jaarnov,https://www.instagram.com/jaarnov/,Klo ada yg susah kenapa perlu mempemudah 👏👏
algifernanda,https://www.instagram.com/algifernanda/,Sangatttt setujuu🔥 good job pemerintah
seranasera_,https://www.instagram.com/seranasera_/,user e-commerce resmi : yahaha panik kau dek.
farizwidiynt,https://www.instagram.com/farizwidiynt/,Yah baru checkout banget kemaren
kartinaapriyan,https://www.instagram.com/kartinaapriyan/,Tim masih ga punya tiktok sampe sekarang ✌🏻
rifkyazisss_,https://www.instagram.com/rifkyazisss_/,Kan males beli beli lgi di pasar keluar duitnya banyak lgi parkir lah bensin lah preman pasarnya lah apa lah hufttttttt
monicantaloupe,https://www.instagram.com/monicantaloupe/,😢
ir.wicaksono.3,https://www.instagram.com/ir.wicaksono.3/,"manjain umkm tanah abang yg ahsudahlah. para affiliator, konten kreator tiktok yg emg full kerja di tiktok menangis di pojokan. lagian emg dngn dipisahnya sosmed sama market tiktok bikin umkm tanah abang laris dan rame lagi? kita lihat saja, karena ya belum terjadi.."
